brand,name,year,rating,votes,longevity,sillage,accord1,accord2
Demeter_Fragrance_Library,Sunshine,2013,63.6538,26,60.7143,54.7727,sweet,synthetic
Demeter_Fragrance_Library,Bonfire,null,67.8261,23,51.7647,47.3529,smoky,woody
Demeter_Fragrance_Library,Pistachio Ice Cream,2014,77.7273,22,58.3333,58.1818,gourmand,sweet
Demeter_Fragrance_Library,Devils Food,null,78.0,20,65.0,64.0476,gourmand,sweet
Demeter_Fragrance_Library,Suntan Lotion,2000,34.25,20,31.9231,46.1111,synthetic,fresh
Demeter_Fragrance_Library,Mulled Cider,null,77.8947,19,64.6875,52.6667,sweet,fruity
Demeter_Fragrance_Library,Cotton Candy,null,64.2105,19,59.1176,45.8333,sweet,gourmand
Diesel,Only The Brave Eau de Toilette,2009,59.7981,317,63.4581,60.7366,sweet,synthetic
Diesel,Loverdose,2011,64.7938,291,74.717,68.6413,sweet,gourmand
Diesel,Fuel for Life Homme Eau de Toilette,2007,65.9318,264,70.1323,66.2286,sweet,fruity
Diesel,Only the Brave Tattoo,2012,58.8024,167,67.9646,65.812,sweet,fruity
Diesel,Fuel for Life Spirit,2013,77.4806,129,78.5,77.4227,sweet,spicy
Diesel,Loverdose Red Kiss,2015,74.6429,112,78.2222,74.0698,sweet,gourmand
Diesel,Loverdose Tattoo,2013,66.1161,112,70.3378,61.4865,sweet,gourmand
Diesel,Fuel for Life Femme,2007,65.4587,109,67.0833,60.3077,fruity,floral
Diesel,Bad,2016,52.2727,99,64.4318,61.5385,synthetic,spicy
Diesel,Plus Plus Feminine,1997,67.4176,91,65.873,54.8305,sweet,powdery
Diesel,Zero Plus Masculine Eau de Toilette,1999,65.2564,78,67.1875,65.0,spicy,oriental
Diesel,Diesel Fuel for Life Unlimited,2008,70.6349,63,68.75,60.8974,floral,spicy
Diesel,Only the Brave Wild,2014,51.9841,63,62.125,56.6667,sweet,fruity
Diesel,Plus Plus Masculine Eau de Toilette,1997,61.4407,59,54.625,56.4103,synthetic,sweet
Diesel,Diesel Zero Plus Feminine,1999,54.6491,57,65.5128,52.7273,spicy,fruity
Diesel,Only The Brave Street,2018,47.973,37,60.0,59.7059,sweet,synthetic
Diesel,Spirit of the Brave,2019,57.5714,35,59.6774,57.5862,spicy,null
Diesel,Bad Intense,2017,61.8182,33,73.7931,72.069,spicy,woody
Diesel,Loverdose Eau de Toilette,2012,59.5161,31,62.7273,56.8182,sweet,floral
Diesel,Fuel for Life Homme Denim,2011,64.4231,26,73.2143,60.3333,fruity,fresh
Dior,Dior Homme Intense 2011,2011,86.7098,1737,87.6249,82.6547,powdery,sweet
Dior,Sauvage Eau de Toilette,2015,75.9027,1346,79.9453,76.8292,fresh,spicy
Dior,Fahrenheit Eau de Toilette,1988,80.5385,1118,81.9226,78.7706,spicy,woody
Dior,Hypnotic Poison,1998,80.9183,906,89.8367,85.2907,sweet,oriental
Dior,dior-homme-original-2011-eau-de-toilette,2011,84.9663,891,80.6191,75.2377,powdery,sweet
Dior,J Adore,1999,74.8072,690,75.9101,69.7442,floral,sweet
Dior,Eau Sauvage Eau de Toilette,1966,82.9924,654,64.5111,60.7871,citrusy,fresh
Dior,Dior Homme Parfum,2014,84.7237,579,92.3326,84.9792,powdery,leathery
Dior,La Collection Couturier Parfumeur Ambre Nuit,2009,84.556,518,76.3692,68.85,spicy,woody
Dior,Dior Homme Cologne 2013,2013,79.4692,471,60.2145,55.1715,citrusy,fresh
Dior,Dior Addict,2002,84.3672,433,89.5833,85.2727,oriental,sweet
Dior,La Collection Couturier Parfumeur Bois d Argent,2004,82.4286,420,71.4971,59.7633,woody,powdery
Dior,Poison Esprit de Parfum,1985,80.1425,414,92.202,91.5194,oriental,spicy
Dior,Dune,1991,76.7667,390,79.8524,74.585,woody,spicy
Dior,Eau Sauvage Parfum,2012,83.1771,384,85.3072,77.602,spicy,woody
Dior,La Collection Privee  Gris Dior Gris Montaigne,2013,82.6579,380,73.2465,63.082,floral,fresh
Dior,Sauvage Eau de Parfum,2018,78.8636,374,81.9477,77.6163,spicy,fresh
Dior,Pure Poison,2004,76.8159,364,78.4821,73.4766,floral,powdery
Dior,La Collection Privee  Feve Delicieuse,2015,84.1501,353,82.7098,73.7456,sweet,gourmand
Dior,Midnight Poison Eau de Parfum,2007,81.4327,349,85.4808,78.481,oriental,floral
Diptyque,Philosykos,1996,78.5577,364,64.375,59.4106,green,fresh
Diptyque,Eau Duelle,2010,78.8636,330,68.4553,58.6145,sweet,spicy
Diptyque,Tam Dao,2003,75.0755,265,63.4197,55.4324,woody,spicy
Diptyque,L Ombre dans L Eau,1983,71.5121,248,72.1229,63.7725,green,floral
Diptyque,34 Boulevard Saint Germain Eau de Toilette,2011,79.5673,208,76.4506,65.4717,woody,spicy
Diptyque,Eau Duelle Eau de Parfum,2013,81.5104,192,75.0968,66.2252,spicy,sweet
Diptyque,Do Son,2005,69.4798,173,74.7541,69.3981,floral,sweet
Diptyque,Tam Dao Eau de Parfum,2012,75.5625,160,71.1278,64.1852,woody,spicy
Diptyque,Volutes,2012,76.2258,155,68.6058,59.0291,spicy,sweet
Diptyque,Vetyverio,2010,75.2083,144,69.5238,57.8218,green,fresh
Diptyque,Philosykos Eau de Parfum,2012,80.4924,132,66.8261,64.0708,green,fresh
Diptyque,Eau des Sens,2016,74.9231,130,70.7547,63.0631,floral,fresh
Diptyque,Volutes Eau de Parfum,2012,80.2419,124,77.4038,66.4953,spicy,sweet
Diptyque,Oud Palao,2015,76.6957,115,82.2165,77.398,woody,oriental
Diptyque,Eau Lente,1986,71.9545,110,77.3377,66.194,spicy,oriental
Diptyque,Eau de Lierre,2007,69.8636,110,56.6292,49.3333,green,fresh
Diptyque,Oyedo,2000,64.4545,110,68.0128,60.7746,citrusy,fresh
Diptyque,Eau Rose,2012,75.3846,104,62.5316,53.8608,floral,fresh
Diptyque,Fleur de Peau,2018,77.7,100,72.2989,60.5747,powdery,floral
Diptyque,L Eau de Tarocco,2009,75.5612,98,57.7941,52.7273,citrusy,spicy
Dita_von_Teese,Femme Totale,2011,72.1171,222,73.3987,64.9324,floral,woody
Dita_von_Teese,Erotique,2013,69.2823,209,69.3711,64.0058,woody,spicy
Dita_von_Teese,Rouge,2012,71.5323,186,75.8148,66.0915,oriental,powdery
Dita_von_Teese,FleurTeese,2013,68.938,113,64.6429,58.7079,floral,powdery
Divine,L Homme Sage,2005,78.9634,164,73.7946,64.6154,spicy,woody
Divine,L Inspiratrice,2006,79.1379,145,78.2727,67.6415,floral,spicy
Divine,Divine,1986,76.9737,114,79.8701,71.2143,floral,powdery
Divine,L Homme de Cur,2002,73.4615,91,55.625,52.5,woody,fresh
Divine,L Homme Infini,2012,77.093,86,63.9344,56.0156,woody,spicy
Divine,Eau Divine,2009,72.4265,68,63.0,47.5,fresh,green
Divine,Spirituelle,2014,77.6154,65,64.8913,58.5,floral,spicy
Divine,L Infante,2000,69.6154,65,74.8958,62.2093,floral,green
Divine,L tre Aime Femme,2008,74.3443,61,79.4681,66.9767,spicy,floral
Divine,L tre Aime Homme,2008,71.0,60,70.9302,53.0556,spicy,woody
Divine,L Ame Sur,2004,70.0,55,74.7619,68.0769,floral,powdery
Divine,L Inspiratrice Edition 2013,2013,83.6111,18,82.0,77.5,powdery,floral
Divine,L Homme Accompli,2016,68.6667,15,61.6667,61.5385,leathery,woody
Divine,Spirituelle Extrait de Parfum,2014,88.75,4,82.0,67.5,green,powdery
Divine,Divine L eternel feminin,2010,null,4,null,null,null,powdery
DKNY,DKNY Be Delicious,2004,62.4075,373,65.9761,60.3233,fruity,fresh
DKNY,Pure DKNY,2010,66.2356,174,60.875,49.9029,floral,fresh
DKNY,Black Cashmere,2002,82.5549,173,83.036,72.9845,spicy,oriental
DKNY,DKNY Women,1999,71.9118,170,73.7273,65.9896,fresh,citrusy
DKNY,be-delicious-fresh-blossom-eau-de-parfum,2009,66.069,145,53.0288,48.2258,fresh,floral
DKNY,DKNY Delicious Night,2007,71.595,121,71.8132,66.0976,fruity,oriental
DKNY,Cashmere Mist Eau de Toilette,1994,70.7018,114,70.5952,58.3333,powdery,sweet
DKNY,golden-delicious-eau-de-parfum,2011,64.3299,97,63.5915,57.0313,fruity,floral
DKNY,Sweet Delicious Creamy Meringue,2012,70.1099,91,61.4516,52.0,sweet,fruity
DKNY,DK Men,1994,85.5114,88,84.9275,74.4366,spicy,woody
DKNY,Chaos 2008,2008,79.7093,86,73.3333,64.8113,spicy,woody
DKNY,Gold,2006,65.75,80,76.4706,62.2222,floral,spicy
DKNY,DKNY Red Delicious,2006,54.8194,72,62.8571,53.3333,fruity,sweet
DKNY,Pure DKNY Verbena,2011,67.1127,71,50.4444,41.4894,fresh,green
DKNY,Pure DKNY A Drop of Rose,2012,67.4627,67,71.7391,54.3478,floral,fresh
DKNY,My NY,2014,61.0,65,64.4737,57.9762,sweet,fruity
DKNY,Sweet Delicious Pink Macaroon,2012,68.2727,55,51.4865,52.0513,fruity,sweet
DKNY,Nectar Love,2017,66.1321,53,65.3659,61.4634,sweet,fruity
DKNY,Donna Karan Eau de Parfum,1992,85.5769,52,76.8605,75.2222,leathery,spicy
DKNY,DKNY Men 2009 Eau de Toilette,2009,67.549,51,62.3438,54.2593,spicy,fresh
Dolce_Gabbana,The One for Men Eau de Parfum,2015,85.7464,757,69.7352,66.6742,spicy,woody
Dolce_Gabbana,The One for Men,2008,77.6406,690,58.1311,55.0103,spicy,sweet
Dolce_Gabbana,light-blue-eau-de-toilette,2001,71.5311,627,64.0225,60.8663,fresh,citrusy
Dolce_Gabbana,The One Eau de Parfum,2006,75.2782,478,73.7179,68.5804,sweet,floral
Dolce_Gabbana,DG Anthology LImperatrice 3,2009,73.2127,315,63.9195,59.7917,fruity,fresh
Dolce_Gabbana,Dolce  Gabbana pour Homme 1994 Eau de Toilette,1994,77.1828,268,77.1098,73.5197,spicy,woody
Dolce_Gabbana,Light Blue pour Homme Eau de Toilette,2007,62.1607,224,49.8137,50.8562,citrusy,fresh
Dolce_Gabbana,Light Blue pour Homme Eau Intense,2017,74.0455,220,70.6283,66.6842,aquatic,fresh
Dolce_Gabbana,Dolce  Gabbana pour Femme,2012,73.5149,202,72.2378,63.1419,sweet,floral
Dolce_Gabbana,Dolce  Gabbana pour Homme 2012 Eau de Toilette,2012,77.5,194,72.6667,68.3224,spicy,fresh
Dolce_Gabbana,Dolce  Gabbana pour Homme Intenso Eau de Parfum,2014,71.8717,187,67.8519,64.1304,spicy,woody
Dolce_Gabbana,Dolce,2014,60.6609,174,60.7258,55.2419,floral,fresh
Dolce_Gabbana,Rose The One,2009,67.7564,156,62.2381,53.7222,floral,fruity
Dolce_Gabbana,k-eau-de-toilette,2019,61.5789,152,65.52,61.9672,fresh,synthetic
Dolce_Gabbana,the-only-one-eau-de-parfum,2018,71.0067,149,73.4646,69.6721,sweet,gourmand
Dolce_Gabbana,The One Gentleman Eau de Toilette,2010,69.7857,140,59.8851,53.4211,spicy,sweet
Dolce_Gabbana,Sicily,2003,76.5441,136,79.3478,68.1977,floral,sweet
Dolce_Gabbana,Dolce Gabbana,1992,74.0809,136,84.8485,80.8947,floral,spicy
Dolce_Gabbana,Velvet Desert Oud,2013,85.6589,129,79.9091,72.3894,oriental,woody
Dolce_Gabbana,The One Desire,2013,65.4331,127,62.6786,60.4651,sweet,floral
Douglas,Seathalasso,2012,75.0584,257,61.3333,55.4762,aquatic,fresh
Douglas,Rice Body Care,2009,65.4688,32,63.3333,46.6667,sweet,powdery
Douglas,Woody Mirage,2017,81.6667,18,71.3333,66.1538,powdery,oriental
Douglas,Bloomy Heaven,2018,66.5625,16,68.4615,63.5714,citrusy,fresh
Douglas,Energising Ginger  Lime,2007,72.2727,11,54.0,32.5,citrusy,fresh
Douglas,Spicy Charm,2017,61.25,8,55.0,50.0,floral,synthetic
Douglas,Sunny Fruit,2017,55.7143,7,44.2857,45.7143,synthetic,fruity
Douglas,Jazzy Dream,2017,75.0,6,68.3333,63.3333,floral,fresh
Douglas,Funky Flower,2017,64.0,5,66.0,62.0,fruity,fresh
Douglas,Oriental Palace,null,75.0,4,70.0,67.5,powdery,oriental
Douglas,Seathalasso  Seaweed  Sea Minerals Vitalising Body Spray,null,75.0,2,40.0,53.3333,fresh,aquatic
Douglas,Cotton,null,70.0,2,35.0,null,synthetic,floral
Douglas,Happy Juice,2017,67.5,2,55.0,50.0,null,floral
Douglas,Spirit of Asia  Ginger  Goji Berry,null,null,2,55.0,45.0,null,floral
Douglas,Les Delices  Mango Passion,null,null,2,30.0,35.0,fresh,fruity
Douglas,Beauty of Hawaii  Frangipani  Hibiscus,null,null,2,55.0,35.0,null,fruity
Douglas,A Flower Bouquet,null,null,2,55.0,55.0,null,fruity
Douglas,Delectable Petal,null,null,3,null,null,sweet,fresh
Douglas,Polynesian Dream  Kukui Oil  Noni Fruit,null,null,4,null,null,gourmand,sweet
Douglas,Harmony of Ayurveda  Indian Mango Oil  Gotu Kola,null,null,4,null,null,null,sweet
Dsquared,Potion Eau de Parfum,2011,74.4401,384,72.3004,63.4047,spicy,woody
Dsquared,He Wood Rocky Mountain Wood,2009,78.2353,323,69.0086,61.7489,woody,spicy
Dsquared,He Wood,2007,69.0615,195,66.8898,60.8333,woody,spicy
Dsquared,She Wood,2008,74.5776,161,66.9027,56.2844,woody,fresh
Dsquared,She Wood Golden Light Wood,2011,76.2013,154,67.844,59.2381,woody,floral
Dsquared,Ocean Wet Wood,2010,72.6761,142,67.9907,62.4242,woody,aquatic
Dsquared,She Wood Velvet Forest Wood,2009,74.0458,131,61.686,52.5625,woody,fresh
Dsquared,Potion for Woman,2012,69.5,120,70.2083,61.0667,floral,sweet
Dsquared,Potion Royal Black,2013,78.1696,112,81.039,69.6296,woody,spicy
Dsquared,Want,2015,76.4286,112,75.0526,66.5263,powdery,floral
Dsquared,She Wood Crystal Creek Wood,2010,73.6937,111,63.5,48.8356,fresh,aquatic
Dsquared,He Wood Silver Wind Wood,2011,72.1839,87,68.9091,60.2727,woody,sweet
Dsquared,Potion Blue Cadet,2013,65.0735,68,56.0204,47.0408,fresh,citrusy
Dsquared,Wild Eau de Toilette,2014,61.1364,66,59.4,51.5,fresh,woody
Dsquared,Wood for Him,2018,70.0781,64,69.2857,66.7857,woody,fresh
Dsquared,He Wood Cologne,2017,75.9302,43,62.3077,62.5641,fresh,woody
Dsquared,Intense He Wood,2014,68.1481,27,68.0556,60.25,woody,synthetic
Dsquared,Want Pink Ginger,2016,73.6,25,73.3333,68.9474,woody,powdery
Dsquared,Wood for Her,2018,61.4,25,69.0476,64.7619,floral,fruity
Dsquared,green-wood,2019,68.1818,22,66.6667,62.6316,woody,synthetic
Dua_Fragrances,Belgian Choco Truffel,null,85.0617,81,81.1594,77.4286,gourmand,sweet
Dua_Fragrances,Supernova,2018,83.8,75,79.5652,74.2857,fresh,fruity
Dua_Fragrances,Vanilla Lemon Gelato,null,76.8269,52,74.4681,66.8085,citrusy,sweet
Dua_Fragrances,Enchantment,null,81.7347,49,80.8696,75.0,woody,fresh
Dua_Fragrances,Lux Opulent,2017,81.0638,47,83.0,78.0,woody,fruity
Dua_Fragrances,Popped Cherry,2018,88.1111,45,90.0,85.2381,sweet,fruity
Dua_Fragrances,Festivus With The Mobster,null,74.4444,45,82.1429,80.4762,sweet,spicy
Dua_Fragrances,Wood and Cognac,null,80.25,40,84.1667,77.7778,woody,spicy
Dua_Fragrances,Invasion of the Barbers,2018,80.2778,36,87.4286,80.5714,spicy,woody
Dua_Fragrances,Poseidon s Elixir 13ZZ,2018,84.2647,34,79.7059,75.8824,woody,fruity
Dua_Fragrances,Matrix,2017,83.7879,33,74.8387,72.0,citrusy,fresh
Dua_Fragrances,Scrumptious,2018,78.9062,32,84.2857,81.6667,sweet,spicy
Dua_Fragrances,Honey Havane,null,76.25,32,76.7857,71.0714,sweet,spicy
Dua_Fragrances,Black Widow,2017,79.2857,28,85.8333,79.2,gourmand,sweet
Dua_Fragrances,An Evening With The Mobster,null,79.2593,27,73.2,71.1538,spicy,smoky
Dua_Fragrances,Caribbean Waters,null,81.5385,26,82.0833,76.25,fruity,fresh
Dua_Fragrances,Delectable Temptation,2017,80.9615,26,82.7273,81.7391,sweet,gourmand
Dua_Fragrances,F ing Unbelievable,2017,78.4783,23,84.5,80.0,leathery,sweet
Dua_Fragrances,Imperiale Pasteque,null,71.087,23,72.1053,69.4737,fresh,citrusy
Dua_Fragrances,Hades Elixir,null,83.8636,22,86.3636,76.8182,resinous,woody
Dunhill,Icon,2015,79.4036,394,77.0145,69.5965,spicy,fresh
Dunhill,Dunhill Edition Eau de Toilette,1984,82.3232,99,72.7108,64.8235,fresh,spicy
Dunhill,Desire for a Man Eau de Toilette,2000,72.6404,89,73.1618,67.5806,fruity,sweet
Dunhill,Icon Racing,2017,71.1475,61,71.25,66.25,synthetic,sweet
Dunhill,Icon Absolute,2015,73.1897,58,70.0943,67.7358,woody,oriental
Dunhill,Century,2018,81.2037,54,77.0213,70.2222,fresh,woody
Dunhill,Dunhill,2003,78.1481,54,71.9048,59.7436,woody,floral
Dunhill,Dunhill for Men Classic Blend,1934,80.3846,52,71.5789,66.5278,woody,floral
Dunhill,Dunhill Pursuit Eau de Toilette,2006,66.8085,47,65.3125,58.1034,spicy,woody
Dunhill,Dunhill London,2008,71.907,43,60.6452,55.0,fruity,spicy
Dunhill,Dunhill Fresh,2005,77.1951,41,70.6944,66.7143,fresh,green
Dunhill,Icon Elite,2016,71.0811,37,76.0,70.9091,woody,spicy
Dunhill,Custom,2011,71.0,35,61.3462,58.3333,fruity,woody
Dunhill,Desire Blue,2002,68.3333,33,71.4286,63.5185,fresh,fruity
Dunhill,Blend 30 Eau de Toilette,1978,85.0,32,67.7273,64.0,woody,spicy
Dunhill,Desire for a Woman,2001,69.1667,30,75.75,61.0526,sweet,floral
Dunhill,Dunhill Black Eau de Toilette,2008,55.5769,26,60.0,50.2941,fresh,woody
Dunhill,Dunhill Pure,2006,69.0952,21,65.5,62.0,aquatic,fresh
Dunhill,X Centric Eau de Toilette,2001,75.2941,17,72.1429,65.7692,fresh,woody
Dunhill,Dunhill 51 3 N,2009,62.6667,15,65.0,60.0,fresh,green
E__Coudray,Ambre et Vanille Eau de toilette,1935,73.1696,112,84.4767,76.6049,sweet,gourmand
E__Coudray,Vanille et Coco Eau de Toilette,1989,72.06,100,78.3571,69.3846,gourmand,sweet
E__Coudray,Musc et Freesia Eau de toilette ,2002,74.058,69,64.7,52.4359,floral,powdery
E__Coudray,Jacinthe et Rose Eau de toilette,1983,68.2381,63,73.4615,67.4324,floral,fresh
E__Coudray,Iris Rose Eau de Toilette,2012,74.5614,57,61.5217,57.766,floral,powdery
E__Coudray,Givrine 2004 Eau de Toilette,2004,72.4528,53,55.0,50.4054,floral,fresh
E__Coudray,Nohiba,1978,83.2353,34,80.0,75.5556,spicy,oriental
E__Coudray,Esperys,2007,74.8387,31,78.6842,65.0,floral,fruity
E__Coudray,Ylang Ylang,2016,80.5,10,70.0,72.5,floral,powdery
E__Coudray,Camelia Iris 2015,2015,71.4286,7,58.5714,55.7143,floral,green
E__Coudray,Rose Tubereuse Eau de Toilette,2017,86.6667,3,93.3333,90.0,spicy,floral
E__Coudray,Eau de Senteur Bois de Rose,null,60.0,3,87.5,37.5,floral.,null
E__Coudray,Vanille Cannelle,1935,null,null,null,null,sweet,gourmand
E__Coudray,Givrine,1950,null,null,null,null,null,gourmand
E__Coudray,Agua Divina,1880,null,null,null,null,null,gourmand
E__Coudray,Eau Celeste,null,null,null,null,null,null,gourmand
E__Coudray,Rve Mauve,null,null,null,null,null,null,gourmand
E__Coudray,Camelia Iris,1946,null,8,null,null,null,gourmand
E__Coudray,Bouquet Choisi,null,null,null,null,null,null,gourmand
E__Coudray,Rve de Paris,1920,null,8,null,null,null,gourmand
E99Esans,Hazal Extrem,2013,85.2308,65,86.2931,73.8983,oriental,spicy
E99Esans,Golden Musc,2014,83.6719,64,92.8,83.2075,sweet,oriental
E99Esans,Karali No 1,2014,82.4324,37,81.7857,68.3929,sweet,gourmand
E99Esans,Oud Al Ebrar,2010,82.1622,37,81.6129,74.5455,smoky,woody
E99Esans,Karani Extrem,2014,84.1429,35,85.3125,78.5938,spicy,oriental
E99Esans,Ike,2015,81.8182,33,85.0,76.2069,spicy,fresh
E99Esans,Damaskus,2014,81.9355,31,83.2609,76.5217,floral,oriental
E99Esans,Ambra Andalus,2014,76.4286,28,88.3333,75.0,woody,spicy
E99Esans,Misk al Turab,2013,83.4615,26,87.5,74.1667,oriental,sweet
E99Esans,Oud al Sadet,2010,81.9231,26,85.6522,73.4091,spicy,oriental
E99Esans,Soft Chocolate,2014,77.8846,26,84.0476,73.5417,gourmand,sweet
E99Esans,Kevser Extrem,2013,75.5769,26,83.3333,74.6296,sweet,fruity
E99Esans,Mogul Sandal,2014,85.0,24,89.4737,72.5,woody,oriental
E99Esans,Karizma,2014,76.7391,23,79.1176,75.0,sweet,floral
E99Esans,Seker pur,2013,84.7368,19,84.7059,77.2222,sweet,gourmand
E99Esans,Delicia Musc,2014,78.0556,18,83.2143,71.6667,sweet,oriental
E99Esans,Oud Al Duha,2014,85.0,17,85.3571,81.4286,oriental,sweet
E99Esans,Lavendel Majestic,2014,78.8235,17,90.0,72.6667,floral,sweet
E99Esans,Sultan al Yasmina,2013,83.2143,14,85.0,59.5455,floral,oriental
E99Esans,Misk al Kamer,2013,80.0,13,82.7778,81.8182,sweet,resinous
Eau_d_Italie,Paestum Rose,2006,73.5909,110,70.8784,61.9231,floral,spicy
Eau_d_Italie,Jardin du Poete,2011,74.6759,108,61.3514,52.8082,green,citrusy
Eau_d_Italie,Baume au Doge,2008,75.8242,91,66.6393,62.5,spicy,oriental
Eau_d_Italie,Sienne L Hiver,2006,67.0625,80,65.0,52.9167,green,powdery
Eau_d_Italie,Bois d Ombrie,2006,70.1538,65,79.8958,66.9048,woody,spicy
Eau_d_Italie,Acqua Decima,2013,78.8462,52,51.875,49.2683,citrusy,fresh
Eau_d_Italie,Au Lac,2010,66.8,50,60.4167,50.1852,floral,fresh
Eau_d_Italie,Magnolia Romana,2008,68.6111,36,61.875,54.7727,floral,fresh
Eau_d_Italie,Eau d Italie,2005,57.9167,36,62.381,49.375,fresh,green
Eau_d_Italie,Un Bateau de Capri,2012,64.8276,29,60.9524,48.6364,floral,fresh
Eau_d_Italie,Morn to Dusk,2015,70.4348,23,71.8421,62.3684,sweet,gourmand
Eau_d_Italie,Graine de Joie,2014,71.1111,18,65.0,55.3846,fruity,fresh
Eau_d_Italie,Rosa Greta,2017,75.0,11,67.7778,51.1111,floral,fresh
Eau_d_Italie,Easy To Love,2019,75.5556,9,68.75,67.7778,fruity,green
Eau_d_Italie,Fior Fiore,2018,78.3333,3,65.0,57.5,animal,sweet
Ed_Hardy,Love and Luck for Men,2008,57.4699,83,56.5455,56.7925,fresh,citrusy
Ed_Hardy,Ed Hardy Women,2008,32.9178,73,51.4444,42.0,fruity,sweet
Ed_Hardy,Love and Luck for Women,2008,30.8958,48,48.7037,43.3333,floral,synthetic
Ed_Hardy,Ed Hardy Man,2008,45.4565,46,50.9259,49.375,synthetic,citrusy
Ed_Hardy,Hearts  Daggers for Men,2009,41.5789,19,46.0,48.6364,synthetic,fruity
Ed_Hardy,Hearts  Daggers for Her,2009,51.25,16,53.3333,61.25,fruity,sweet
Ed_Hardy,Villain for men,2011,50.3333,15,44.4444,49.0909,citrusy,fresh
Ed_Hardy,Villain for women,2011,64.4444,9,62.5,39.0,sweet,fruity
Ed_Hardy,Born Wild for Men,2010,62.5,6,55.0,47.5,synthetic,spicy
Ed_Hardy,Love is  for Men,2014,85.0,2,70.0,60.0,fruity.,null
Ed_Hardy,Born Wild for Women,2010,37.5,2,null,null,fresh,floral
Ed_Hardy,Skulls  Roses for Him,2012,null,3,45.0,null,citrusy,synthetic
Ed_Hardy,Love and Luck for Women Solid Parfum,2010,null,null,null,null,null,synthetic
Ed_Hardy,Ed Hardy for Women Solid Parfum,2010,null,null,null,null,null,synthetic
Ed_Hardy,Skulls  Roses for Her Limited Edition,2013,null,14,null,null,null,synthetic
Ed_Hardy,Skulls  Roses for Him Limited Edition,2013,null,12,null,null,green,gourmand
Ed_Hardy,Love is  for Women,2014,null,6,null,null,floral,fruity
Ed_Hardy,Skulls  Roses for Her,2012,null,9,null,null,floral,fruity
Editions_de_Parfum_Frederic_Malle,Musc Ravageur,2000,80.8544,474,86.6715,77.791,spicy,sweet
Editions_de_Parfum_Frederic_Malle,French Lover Bois d Orage,2007,82.5511,421,76.8257,66.1395,green,spicy
Editions_de_Parfum_Frederic_Malle,Portrait of a Lady,2010,82.0106,378,87.509,81.8333,floral,spicy
Editions_de_Parfum_Frederic_Malle,L Eau d Hiver,2003,77.5225,333,67.1633,52.6113,powdery,floral
Editions_de_Parfum_Frederic_Malle,Vetiver Extraordinaire,2002,81.6034,290,75.6039,63.5025,woody,green
Editions_de_Parfum_Frederic_Malle,En Passant,2000,76.7681,263,71.8333,60.6173,floral,fresh
Editions_de_Parfum_Frederic_Malle,Iris Poudre,2000,79.5174,259,72.8607,64.7917,floral,powdery
Editions_de_Parfum_Frederic_Malle,Carnal Flower,2005,80.8527,258,88.4343,82.1579,floral,green
Editions_de_Parfum_Frederic_Malle,Bigarade Concentree,2002,82.249,253,61.2567,55.3297,citrusy,fresh
Editions_de_Parfum_Frederic_Malle,Lipstick Rose,2000,76.4375,240,75.884,67.191,floral,powdery
Editions_de_Parfum_Frederic_Malle,Dries Van Noten par Frederic Malle,2013,78.1964,219,75.3438,62.6627,woody,spicy
Editions_de_Parfum_Frederic_Malle,Noir Epices,2000,74.5673,208,80.6536,67.6027,spicy,woody
Editions_de_Parfum_Frederic_Malle,Une Rose,2003,79.064,203,89.1197,77.8462,floral,woody
Editions_de_Parfum_Frederic_Malle,Monsieur ,2016,81.7819,188,81.9018,76.5455,earthy,woody
Editions_de_Parfum_Frederic_Malle,Geranium pour Monsieur,2009,75.2688,186,69.0345,62.7612,fresh,green
Editions_de_Parfum_Frederic_Malle,Angeliques sous la Pluie,2000,74.2816,174,52.1583,45.3676,spicy,fresh
Editions_de_Parfum_Frederic_Malle,Une Fleur de Cassie,2000,76.0,160,80.7265,67.8571,floral,animal
Editions_de_Parfum_Frederic_Malle,Le Parfum de Therese,2000,77.5796,157,77.3077,71.3942,fruity,floral
Editions_de_Parfum_Frederic_Malle,Dans Tes Bras,2008,71.5141,142,75.3704,60.65,floral,spicy
Editions_de_Parfum_Frederic_Malle,Lys Mediterranee,2000,71.8797,133,77.0833,64.4086,floral,fresh
Eisenberg,j-ose-2011-eau-de-parfum,2011,78.9474,190,68.6054,63.7342,spicy,woody
Eisenberg,Love Affair Eau de Parfum,null,65.0,61,61.9318,60.814,floral,woody
Eisenberg,Diabolique Eau de Parfum,2010,59.3396,53,55.0,52.8571,spicy,powdery
Eisenberg,Le Peche Eau de Parfum,null,70.0,39,62.1667,56.6129,floral,powdery
Eisenberg,J Ose Homme,2001,72.8421,38,63.4091,50.625,sweet,gourmand
Eisenberg,Tentation Eau de Parfum,2010,70.0,32,71.9565,62.4,sweet,powdery
Eisenberg,I Am Eau de Parfum,null,61.8966,29,54.5238,51.7391,fresh,floral
Eisenberg,Rouge  Noir 2011 Eau de Parfum,2011,53.75,28,79.5238,70.0,floral,sweet
Eisenberg,J Ose Femme,2001,75.0,23,80.0,72.2222,woody,spicy
Eisenberg,Eau Fraiche Eau de Parfum,null,61.7391,23,53.6842,46.3889,spicy,citrusy
Eisenberg,So French,null,57.1429,14,76.4286,59.2857,spicy,animal
Eisenberg,Les Orientaux Latins  Secret V Ambre d Orient,2017,78.4615,13,71.1111,61.4286,spicy,oriental
